model,y,seed,var,importance
Lasso,LRRFS,2026,subsite_5,0.09020534827653831
Lasso,LRRFS,2026,subsite_6,0.030998634299078943
Lasso,LRRFS,2026,subsite_7,0.048906733185480736
Lasso,LRRFS,2026,subsite_8,0.039297277022102596
Lasso,LRRFS,2026,Tx_3tier_1,0.017896020604073005
Lasso,LRRFS,2026,Tx_3tier_2,0.04420518897417906
Lasso,LRRFS,777,age,0.060356718643704246
Lasso,LRRFS,777,성별,0.08028101913358791
Lasso,LRRFS,777,tumor size (cm),0.043364755257075914
Lasso,LRRFS,777,DOI (mm),0.022248443006655204
Lasso,LRRFS,777,differentiation,0.04148894204643873
Lasso,LRRFS,777,budding_01vs23,0.02698876890888726
Lasso,LRRFS,777,PNI,0.0434247840743688
Lasso,LRRFS,777,LVI,0.023068893454548836
Lasso,LRRFS,777,RM,0.04089570960856724
Lasso,LRRFS,777,TIL,0.031228998224346226
Lasso,LRRFS,777,TSR,0.04605480444708152
Lasso,LRRFS,777,WPOI5_2tier,0.017894283897979275
Lasso,LRRFS,777,HPV/P16_1,0.0
Lasso,LRRFS,777,HPV/P16_2,0.054014799692161865
Lasso,LRRFS,777,CCRT_bin,0.014801917028252736
Lasso,LRRFS,777,Node_known,0.010550771250595623
Lasso,LRRFS,777,bone invasion_known,0.00931499899423108
Lasso,LRRFS,777,depth of bone invasion (mm)_known,0.05571980440758149
Lasso,LRRFS,777,LN meta count_known,0.00025967071950485537
Lasso,LRRFS,777,contra_bilateral_known,4.440892098500616e-19
Lasso,LRRFS,777,largest node (mm)_known,0.02887643058397829
Lasso,LRRFS,777,LN tumor size (mm)_known,4.8849813083506885e-18
Lasso,LRRFS,777,ENE_known,2.664535259100375e-18
Lasso,LRRFS,777,N stage_known,0.00010156496442925426
Lasso,LRRFS,777,subsite_2,0.005208672929421898
Lasso,LRRFS,777,subsite_3,0.027347803640541197
Lasso,LRRFS,777,subsite_4,0.04945439658584402
Lasso,LRRFS,777,subsite_5,0.06551901609003584
Lasso,LRRFS,777,subsite_6,0.056750312716459694
Lasso,LRRFS,777,subsite_7,0.03217820622996511
Lasso,LRRFS,777,subsite_8,0.06521201935098261
Lasso,LRRFS,777,Tx_3tier_1,0.01310959295147437
Lasso,LRRFS,777,Tx_3tier_2,0.04557214560681684
DecisionTree,LRRFS,42,age,0.3701570484844047
DecisionTree,LRRFS,42,성별,0.0
DecisionTree,LRRFS,42,tumor size (cm),0.028847910981202735
DecisionTree,LRRFS,42,DOI (mm),0.08334362808925397
DecisionTree,LRRFS,42,differentiation,0.028618753213230978
DecisionTree,LRRFS,42,budding_01vs23,0.042439715132663855
DecisionTree,LRRFS,42,PNI,0.0
DecisionTree,LRRFS,42,LVI,0.0
DecisionTree,LRRFS,42,RM,0.0
DecisionTree,LRRFS,42,TIL,0.20612891056480237
DecisionTree,LRRFS,42,TSR,0.0
DecisionTree,LRRFS,42,WPOI5_2tier,0.0738820711795696
DecisionTree,LRRFS,42,HPV/P16_1,0.0
DecisionTree,LRRFS,42,HPV/P16_2,0.009711328104156652
DecisionTree,LRRFS,42,CCRT_bin,0.0
DecisionTree,LRRFS,42,Node_known,0.0
DecisionTree,LRRFS,42,bone invasion_known,0.0
DecisionTree,LRRFS,42,depth of bone invasion (mm)_known,0.0
DecisionTree,LRRFS,42,LN meta count_known,0.0
DecisionTree,LRRFS,42,contra_bilateral_known,0.0
DecisionTree,LRRFS,42,largest node (mm)_known,0.0
DecisionTree,LRRFS,42,LN tumor size (mm)_known,0.07706100520083325
DecisionTree,LRRFS,42,ENE_known,0.07980962904988191
DecisionTree,LRRFS,42,N stage_known,0.0
DecisionTree,LRRFS,42,subsite_2,0.0
DecisionTree,LRRFS,42,subsite_3,0.0
DecisionTree,LRRFS,42,subsite_4,0.0
DecisionTree,LRRFS,42,subsite_5,0.0
DecisionTree,LRRFS,42,subsite_6,0.0
DecisionTree,LRRFS,42,subsite_7,0.0
DecisionTree,LRRFS,42,subsite_8,0.0
DecisionTree,LRRFS,42,Tx_3tier_1,0.0
DecisionTree,LRRFS,42,Tx_3tier_2,0.0
DecisionTree,LRRFS,123,age,0.20301531153165236
DecisionTree,LRRFS,123,성별,0.017625990580670624
DecisionTree,LRRFS,123,tumor size (cm),0.13088318429209927
DecisionTree,LRRFS,123,DOI (mm),0.2522597272115859
DecisionTree,LRRFS,123,differentiation,0.010416353653483135
DecisionTree,LRRFS,123,budding_01vs23,0.0
DecisionTree,LRRFS,123,PNI,0.0
DecisionTree,LRRFS,123,LVI,0.0
DecisionTree,LRRFS,123,RM,0.0
DecisionTree,LRRFS,123,TIL,0.0733020314292874
DecisionTree,LRRFS,123,TSR,0.041160372309287666
DecisionTree,LRRFS,123,WPOI5_2tier,0.02047199317600227
DecisionTree,LRRFS,123,HPV/P16_1,0.0
DecisionTree,LRRFS,123,HPV/P16_2,0.058885118961469016
DecisionTree,LRRFS,123,CCRT_bin,0.007628161003847926
DecisionTree,LRRFS,123,Node_known,0.0
DecisionTree,LRRFS,123,bone invasion_known,0.0
DecisionTree,LRRFS,123,depth of bone invasion (mm)_known,0.0233315638434353
DecisionTree,LRRFS,123,LN meta count_known,0.0
DecisionTree,LRRFS,123,contra_bilateral_known,0.0
DecisionTree,LRRFS,123,largest node (mm)_known,0.04146058366810024
DecisionTree,LRRFS,123,LN tumor size (mm)_known,0.04132667365742557
DecisionTree,LRRFS,123,ENE_known,0.0
DecisionTree,LRRFS,123,N stage_known,0.0
DecisionTree,LRRFS,123,subsite_2,0.0
DecisionTree,LRRFS,123,subsite_3,0.035316100280778216
DecisionTree,LRRFS,123,subsite_4,0.005268139602320456
DecisionTree,LRRFS,123,subsite_5,0.0
DecisionTree,LRRFS,123,subsite_6,0.01740088744525972
DecisionTree,LRRFS,123,subsite_7,0.0
DecisionTree,LRRFS,123,subsite_8,0.0
DecisionTree,LRRFS,123,Tx_3tier_1,0.0
DecisionTree,LRRFS,123,Tx_3tier_2,0.020247807353294997
DecisionTree,LRRFS,2026,age,0.07548208758062158
DecisionTree,LRRFS,2026,성별,0.002709432210884147
DecisionTree,LRRFS,2026,tumor size (cm),0.13028030822483944
DecisionTree,LRRFS,2026,DOI (mm),0.36484770874929684
DecisionTree,LRRFS,2026,differentiation,0.0
DecisionTree,LRRFS,2026,budding_01vs23,0.0
DecisionTree,LRRFS,2026,PNI,0.039500013450243496
DecisionTree,LRRFS,2026,LVI,0.10349887247793346
DecisionTree,LRRFS,2026,RM,0.04707433834468487
DecisionTree,LRRFS,2026,TIL,0.062090302481283687
DecisionTree,LRRFS,2026,TSR,0.0
DecisionTree,LRRFS,2026,WPOI5_2tier,0.04314263214863254
DecisionTree,LRRFS,2026,HPV/P16_1,0.0
DecisionTree,LRRFS,2026,HPV/P16_2,0.0
DecisionTree,LRRFS,2026,CCRT_bin,0.03922353514928685
DecisionTree,LRRFS,2026,Node_known,0.0
DecisionTree,LRRFS,2026,bone invasion_known,0.03161284427880076
DecisionTree,LRRFS,2026,depth of bone invasion (mm)_known,0.0
DecisionTree,LRRFS,2026,LN meta count_known,0.0
DecisionTree,LRRFS,2026,contra_bilateral_known,0.0
DecisionTree,LRRFS,2026,largest node (mm)_known,0.0
DecisionTree,LRRFS,2026,LN tumor size (mm)_known,0.0
DecisionTree,LRRFS,2026,ENE_known,0.0
DecisionTree,LRRFS,2026,N stage_known,0.0
DecisionTree,LRRFS,2026,subsite_2,0.0356197743006016
DecisionTree,LRRFS,2026,subsite_3,0.0
DecisionTree,LRRFS,2026,subsite_4,0.0
DecisionTree,LRRFS,2026,subsite_5,0.0
DecisionTree,LRRFS,2026,subsite_6,0.0
DecisionTree,LRRFS,2026,subsite_7,0.0
DecisionTree,LRRFS,2026,subsite_8,0.0
DecisionTree,LRRFS,2026,Tx_3tier_1,0.0
DecisionTree,LRRFS,2026,Tx_3tier_2,0.024918150602890692
DecisionTree,LRRFS,777,age,0.24644682044222313
DecisionTree,LRRFS,777,성별,0.0
DecisionTree,LRRFS,777,tumor size (cm),0.21822613102422453
DecisionTree,LRRFS,777,DOI (mm),0.18883685469385533
DecisionTree,LRRFS,777,differentiation,0.0019453401059822278
DecisionTree,LRRFS,777,budding_01vs23,0.0011081939749984534
DecisionTree,LRRFS,777,PNI,0.08502427475329666
DecisionTree,LRRFS,777,LVI,0.0
DecisionTree,LRRFS,777,RM,0.0
DecisionTree,LRRFS,777,TIL,0.05023416436834262
DecisionTree,LRRFS,777,TSR,0.024231550130333977
DecisionTree,LRRFS,777,WPOI5_2tier,0.012443952569116793
DecisionTree,LRRFS,777,HPV/P16_1,0.0
DecisionTree,LRRFS,777,HPV/P16_2,0.0
DecisionTree,LRRFS,777,CCRT_bin,0.0
DecisionTree,LRRFS,777,Node_known,0.0
DecisionTree,LRRFS,777,bone invasion_known,0.0
DecisionTree,LRRFS,777,depth of bone invasion (mm)_known,0.0
DecisionTree,LRRFS,777,LN meta count_known,0.0
DecisionTree,LRRFS,777,contra_bilateral_known,0.0
DecisionTree,LRRFS,777,largest node (mm)_known,0.03617927758749469
DecisionTree,LRRFS,777,LN tumor size (mm)_known,0.0
DecisionTree,LRRFS,777,ENE_known,0.0345557247492641
DecisionTree,LRRFS,777,N stage_known,0.0
DecisionTree,LRRFS,777,subsite_2,0.0
DecisionTree,LRRFS,777,subsite_3,0.0
DecisionTree,LRRFS,777,subsite_4,0.0
DecisionTree,LRRFS,777,subsite_5,0.0
DecisionTree,LRRFS,777,subsite_6,0.0
DecisionTree,LRRFS,777,subsite_7,0.002736806307601731
DecisionTree,LRRFS,777,subsite_8,0.0
DecisionTree,LRRFS,777,Tx_3tier_1,0.0560279353114291
DecisionTree,LRRFS,777,Tx_3tier_2,0.0420029739818366
